"conversation_id","created_at","favorite_count","full_text","hashtags/0","hashtags/1","hashtags/2","hashtags/3","hashtags/4","hashtags/5","hashtags/6","hashtags/7","hashtags/8","hashtags/9","id","reply_count","retweet_count","symbols/0","symbols/1","url","urls/0/display_url","urls/0/expanded_url","urls/0/url","urls/1/display_url","urls/1/expanded_url","urls/1/url","user/advertiser_account_type","user/blocked_by","user/blocking","user/business_profile_state","user/can_dm","user/contributors_enabled","user/created_at","user/default_profile_image","user/description","user/ext_has_nft_avatar","user/fast_followers_count","user/favourites_count","user/follow_request_sent","user/followed_by","user/followers_count","user/following","user/friends_count","user/geo_enabled","user/has_custom_timelines","user/id","user/id_str","user/is_translation_enabled","user/is_translator","user/lang","user/listed_count","user/location","user/media_count","user/muting","user/name","user/normal_followers_count","user/notifications","user/profile_background_color","user/profile_background_image_url","user/profile_background_image_url_https","user/profile_background_tile","user/profile_banner_extensions_sensitive_media_warning","user/profile_banner_url","user/profile_image_extensions_sensitive_media_warning","user/profile_image_url","user/profile_image_url_https","user/profile_sidebar_border_color","user/profile_sidebar_fill_color","user/profile_text_color","user/profile_use_background_image","user/protected","user/require_some_consent","user/screen_name","user/statuses_count","user/time_zone","user/translator_type","user/url","user/utc_offset","user/verified","user/want_retweets","user_mentions/0/id_str","user_mentions/0/name","user_mentions/0/screen_name","user_mentions/1/id_str","user_mentions/1/name","user_mentions/1/screen_name","user_mentions/2/id_str","user_mentions/2/name","user_mentions/2/screen_name","user_mentions/3/id_str","user_mentions/3/name","user_mentions/3/screen_name","user_mentions/4/id_str","user_mentions/4/name","user_mentions/4/screen_name","user_mentions/5/id_str","user_mentions/5/name","user_mentions/5/screen_name"
"1366162566544822275","2021-02-28T23:05:12.000Z","166","The way some are talking down digital art feels a lot like when people say “my kid could paint that” about physical art.

No, *YOUR* kid can’t paint a Jackson Pollack.

Just like your kid can't build a community, create value, mint an NFT, and sell it for millions.

Just saying.",,,,,,,,,,,"1366162566544822275","22","5",,,"https://twitter.com/robpetrozzo/status/1366162566544822275",,,,,,,"promotable_user",,,"none",,"false","2015-05-12T18:50:46.000Z","false","Co-Founder, Chief Product Officer @OnRallyRd // A designer of things from an era when iPhones didn't exist.","false","0","61554",,,"5794",,"1130","true","true","3248531159","3248531159","false","false",,"89","","524",,"Rob Petrozzo","5794",,"000000","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","false",,"https://pbs.twimg.com/profile_banners/3248531159/1597517646",,"http://pbs.twimg.com/profile_images/1297680210054217730/GzI85ULe_normal.jpg","https://pbs.twimg.com/profile_images/1297680210054217730/GzI85ULe_normal.jpg","000000","000000","000000","false","false","false","robpetrozzo","5623",,"none","https://t.co/96g2a09Epp",,"false",,,,,,,,,,,,,,,,,,,
"1366167214781423618","2021-02-28T23:23:40.000Z","38","💥NEXT #PixaWizards DROP!💥5am UTC (Mar1) Quick turnaround people! Follow, like &amp; RT for a chance to win #PixaWizard #511. Take a look at this aqua wiz ⬇️🌊🧙‍♂️ #NFT #NFTs #NFTart #cryptoart #generativeart https://t.co/J600L882IX","PixaWizards","PixaWizard","NFT","NFTs","NFTart","cryptoart","generativeart",,,,"1366167214781423618","5","23",,,"https://twitter.com/pixa_nft/status/1366167214781423618",,,,,,,"promotable_user",,,"none",,"false","2021-02-05T21:04:30.000Z","false","By: @kryptonika & @metamunch_eth
Links: https://t.co/NzQCvuS8xL
Docs: https://t.co/LgtR2zdNwr
Stats: https://t.co/5vAh1aB3dB
Discord: https://t.co/i6mTHy5s7D
#NFT Sales: @pixa_nft_sales","false","0","8262",,,"5149",,"350","false","false","1357796979087081500","1357796979087081476","false","false",,"36","pixa.eth","1039",,"Pixa","5149",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/1357796979087081476/1647592526",,"http://pbs.twimg.com/profile_images/1476947745046810625/bSU2Y-k7_normal.jpg","https://pbs.twimg.com/profile_images/1476947745046810625/bSU2Y-k7_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","pixa_nft","4404",,"none","https://t.co/OdxrD9gobP",,"false",,,,,,,,,,,,,,,,,,,
"1366170297464991747","2021-02-28T23:35:55.000Z","93","This space is becoming insane. People trying to manipulate others into thinking they need them to mint on open sea, influencers thinking they got the 411 on all things nfts and cryptoart (two different things actually) and a nut house flood of noobs that don’t know any better",,,,,,,,,,,"1366170297464991747","11","6",,,"https://twitter.com/cryptoyuna/status/1366170297464991747",,,,,,,"promotable_user",,,"none",,"false","2020-07-02T17:05:10.000Z","false","Professional CryptoPop Artist. Views and opinions are my own not those of anyone else.","false","0","48461",,,"12516",,"2919","false","true","1278736444530610200","1278736444530610177","false","false",,"164","Metaverse","2838",,"✨YUNA~","12516",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/1278736444530610177/1643565747",,"http://pbs.twimg.com/profile_images/1500481917405343749/KAIh1g73_normal.jpg","https://pbs.twimg.com/profile_images/1500481917405343749/KAIh1g73_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","cryptoyuna","17280",,"none","https://t.co/xqqRSNgRmf",,"false",,,,,,,,,,,,,,,,,,,
"1366168170222993412","2021-02-28T23:27:28.000Z","50","I’m debuting with my first #NFT
With an artwork “Irreversible Desire To Live”

https://t.co/aojWr3u2kD

Bidding starts when the reserve price of 1EHT gets hit
#cryptoart https://t.co/jtYVTIFufC","NFT","cryptoart",,,,,,,,,"1366168170222993412","6","8",,,"https://twitter.com/fedos_art/status/1366168170222993412","foundation.app/fedosart/irrev…","https://foundation.app/fedosart/irreversible-desire-to-live-1821","https://t.co/aojWr3u2kD",,,,"none",,,"none",,"false","2021-01-29T09:41:48.000Z","false","‘The Explorers Series’ - https://t.co/PWKy9IFROr FND:https://t.co/4QVK6FbdVr","false","0","18770",,,"6967",,"2041","false","false","1355088713487962000","1355088713487962113","false","false",,"64","","1073",,"FedosArt - The Explorers Series","6967",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/1355088713487962113/1630148944",,"http://pbs.twimg.com/profile_images/1504545965390405636/psSgfidz_normal.jpg","https://pbs.twimg.com/profile_images/1504545965390405636/psSgfidz_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","fedos_art","9747",,"none","https://t.co/68HdGXHpoH",,"false",,,,,,,,,,,,,,,,,,,
"1366160220959956992","2021-02-28T22:55:53.000Z","132","My first ever NFT “Devil May Cry” is now available on Rarible https://t.co/ZydXOEBiR5
This piece comes with the original 1/1 painting framed &amp; signed.",,,,,,,,,,,"1366160220959956992","18","46",,,"https://twitter.com/pesantenoah/status/1366160220959956992","app.rarible.com/token/0x60f801…","https://app.rarible.com/token/0x60f80121c31a0d46b5279700f9df786054aa5ee5:205120:0x4966ca51fb63acb7e7e51d9b3a1048b5b5a274e4","https://t.co/ZydXOEBiR5",,,,"none",,,"none",,"false","2019-01-26T01:37:01.000Z","false","@AZORATELIER ~ Artist","false","0","94552",,,"2056",,"974","true","true","1088974055229849600","1088974055229849600","false","false",,"1","NYC","267",,"noah","2056",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/1088974055229849600/1633152480",,"http://pbs.twimg.com/profile_images/1429617774696058886/xlEfRiE2_normal.jpg","https://pbs.twimg.com/profile_images/1429617774696058886/xlEfRiE2_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","pesantenoah","19359",,"none","https://t.co/BTsmDArN4A",,"false",,,,,,,,,,,,,,,,,,,
"1366166910333841411","2021-02-28T23:22:28.000Z","154","💎 So excited to share with you what we’re were working on the last weeks. The story of You &amp; Me captured in 3 loops - ""Sinnlichkeit"" will be released upcoming Wednesday exclusively on @withFND. #NFT #NFTartist #nftcollector https://t.co/2zF1612otU","NFT","NFTartist","nftcollector",,,,,,,,"1366166910333841411","8","33",,,"https://twitter.com/loopinglovers/status/1366166910333841411",,,,,,,"none",,,"none",,"false","2021-01-28T14:46:36.000Z","false","JOIN THE LOOP ↓","false","0","1591",,,"1470",,"624","false","true","1354802946727317500","1354802946727317507","false","false",,"17","Berlin / Hamburg","95",,"Loopinglovers","1470",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/1354802946727317507/1617022946",,"http://pbs.twimg.com/profile_images/1363104267851169793/E3nzPHXb_normal.jpg","https://pbs.twimg.com/profile_images/1363104267851169793/E3nzPHXb_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","loopinglovers","366",,"none","https://t.co/5imchGYU0X",,"false",,,,,,,,,,,,,,,,,,,
"1366161602706354176","2021-02-28T23:01:22.000Z","49","Work in progress... ✍️ 

#nft #cryptoart #digitalart https://t.co/IVzT8L6R4x","nft","cryptoart","digitalart",,,,,,,,"1366161602706354176","3","12",,,"https://twitter.com/stina_jones/status/1366161602706354176",,,,,,,"promotable_user",,,"none",,"false","2010-04-09T19:47:59.000Z","false","Artist & Designer • She/Her • Creator of Algobots (on @artblocks_io) and GANOODLES • Banner by @TheBreadArts","false","0","5630",,,"7243",,"2048","true","true","131269079","131269079","false","false",,"235","UK","901",,"Stina Jones","7243",,"FFFFFF","http://abs.twimg.com/images/themes/theme8/bg.gif","https://abs.twimg.com/images/themes/theme8/bg.gif","true",,"https://pbs.twimg.com/profile_banners/131269079/1636145820",,"http://pbs.twimg.com/profile_images/1503504233844387850/7NjZeJIM_normal.jpg","https://pbs.twimg.com/profile_images/1503504233844387850/7NjZeJIM_normal.jpg","FFFFFF","FFFFFF","333333","true","false","false","stina_jones","4842",,"none","https://t.co/7uaFvDdJSB",,"false",,,,,,,,,,,,,,,,,,,
"1366168306038710272","2021-02-28T23:28:00.000Z","163","Good morning NFT peeps!!🙌🙌🙌 drop your links below! I shall follow❤️❤️❤️❤️ RT to spread the thread #nft #nftart","nft","nftart",,,,,,,,,"1366168306038710272","161","34",,,"https://twitter.com/phavioulous/status/1366168306038710272",,,,,,,"promotable_user",,,"none",,"false","2010-09-04T14:20:34.000Z","false","Gemini. Daydreamer. Kakampink.","false","0","1934",,,"718",,"946","true","false","186824960","186824960","false","false",,"13","Metro Manila, Philippines","230",,"earphonesandheels","718",,"1A1B1F","http://abs.twimg.com/images/themes/theme9/bg.gif","https://abs.twimg.com/images/themes/theme9/bg.gif","false",,"https://pbs.twimg.com/profile_banners/186824960/1646512987",,"http://pbs.twimg.com/profile_images/1500210162686377984/q-vGgdbn_normal.jpg","https://pbs.twimg.com/profile_images/1500210162686377984/q-vGgdbn_normal.jpg","FFFFFF","252429","965F99","true","false","false","phavioulous","3460",,"none","https://t.co/Yi8Lhp0lw3",,"false",,,,,,,,,,,,,,,,,,,
"1366172470231900161","2021-02-28T23:44:33.000Z","13","Wip blocking in, having fun with this one ! #ArtistOnTwitter #art #nft https://t.co/vu3gv3VntA","ArtistOnTwitter","art","nft",,,,,,,,"1366172470231900161","0","1",,,"https://twitter.com/artbydela/status/1366172470231900161",,,,,,,"promotable_user",,,"none",,"false","2012-03-13T03:14:50.000Z","false","Art Director • Animator • Illustrator https://t.co/W4JBOib5Pf HEN•FND Clients: Logitech/LordMiller/Mtv
shop: https://t.co/PEKp0lyi7o","false","0","56005",,,"1274",,"1999","true","true","522831190","522831190","false","false",,"10","Miami, FL","353",,"Dela","1274",,"C6E2EE","http://abs.twimg.com/images/themes/theme2/bg.gif","https://abs.twimg.com/images/themes/theme2/bg.gif","false",,"https://pbs.twimg.com/profile_banners/522831190/1630000827",,"http://pbs.twimg.com/profile_images/1469771538815668245/JYd3DtaT_normal.jpg","https://pbs.twimg.com/profile_images/1469771538815668245/JYd3DtaT_normal.jpg","C6E2EE","DAECF4","663B12","true","false","false","artbydela","11785",,"none",,,"false",,,,,,,,,,,,,,,,,,,
"1366171386805387266","2021-02-28T23:40:15.000Z","89","My wife is looking to invest 1ETH on abstract art NFTs please SHARE YOUR WORK ⬇️⬇️⬇️⬇️ or profil that you like. #nft #nfts #cryptoart","nft","nfts","cryptoart",,,,,,,,"1366171386805387266","123","9",,,"https://twitter.com/realboringuy/status/1366171386805387266",,,,,,,"none",,,"none",,"false","2021-02-23T12:04:26.000Z","false","Because when you spend a day without a briefs, it hurts... #NFTartist #Art #Cryptoart #NFTs","false","0","457",,,"136",,"162","false","false","1364184299705143300","1364184299705143296","false","false",,"0","New York","15",,"The Real Boring Guy","136",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/1364184299705143296/1614082242",,"http://pbs.twimg.com/profile_images/1364184386397175809/QROzBxkm_normal.jpg","https://pbs.twimg.com/profile_images/1364184386397175809/QROzBxkm_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","realboringuy","170",,"none","https://t.co/Unl09Zk6iR",,"false",,,,,,,,,,,,,,,,,,,
"1366162951724437505","2021-02-28T23:06:44.000Z","55","minting myself, i am now a decentralized NFT.

bids start tomorrow at 4:20 PM CST 💙",,,,,,,,,,,"1366162951724437505","3","3",,,"https://twitter.com/Dariel_EH/status/1366162951724437505",,,,,,,"promotable_user",,,"none",,"false","2012-06-26T18:38:02.000Z","false","things with @electric_hawk @commonc_bass @mirrormazebeats @greenmatter_ @farrahsounds","false","0","92467",,,"5564",,"2103","true","true","619316741","619316741","false","false",,"19","Rockford, IL","2112",,"Dariel ⚡🦅","5564",,"000000","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","false",,"https://pbs.twimg.com/profile_banners/619316741/1602383518",,"http://pbs.twimg.com/profile_images/1473016910568558597/YKQdzYP9_normal.jpg","https://pbs.twimg.com/profile_images/1473016910568558597/YKQdzYP9_normal.jpg","000000","000000","000000","false","false","false","Dariel_EH","49328",,"none","https://t.co/Pa7x2p20Z9",,"false",,,,,,,,,,,,,,,,,,,
"1366169513029476357","2021-02-28T23:32:48.000Z","9","Best distillation of NFTs I've seen is by @alicemazzy https://t.co/Ed3jOgjbR6",,,,,,,,,,,"1366169513029476357","1","2",,,"https://twitter.com/ZeTrill/status/1366169513029476357",,,,,,,"promotable_user",,,"none",,"false","2010-07-06T19:21:52.000Z","false","","false","0","8155",,,"189",,"184","false","false","163572962","163572962","false","false",,"8","","207",,"Philip","189",,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","false",,"https://pbs.twimg.com/profile_banners/163572962/1553143409",,"http://pbs.twimg.com/profile_images/1495419425033531396/nti-E56D_normal.jpg","https://pbs.twimg.com/profile_images/1495419425033531396/nti-E56D_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","ZeTrill","4391",,"none",,,"false",,"63506279","alice maz","alicemazzy",,,,,,,,,,,,,,,
